SmartShelfy	1362074	8493163	8664720	8953016	8593326	
SmartShelfy	1362575	8493197	8664759	8953047	8593351	
SmartShelfy	1363076	8493368	8664530	8952865	8593456	
SmartShelfy	1363577	8493454	8664445	8952746	8593622	
SmartShelfy	1364079	8493434	8664420	8952783	8593586	
SmartShelfy	1364580	8493463	8664454	8952797	8593544	
SmartShelfy	1365081	8493368	8664492	8952818	8593546	
SmartShelfy	1365582	8493315	8664608	8952941	8593465	
SmartShelfy	1366083	8493341	8664502	8952813	8593558	
SmartShelfy	1366585	8493523	8664418	8941454	8592015	
SmartShelfy	1367086	8494726	8663869	8928882	8572188	
SmartShelfy	1367587	8494107	8664534	8957655	8608761	
SmartShelfy	1368088	8493591	8664248	8949691	8601163	
SmartShelfy	1368589	8493609	8664068	8948474	8598088	
SmartShelfy	1369091	8493150	8664606	8948898	8597593	
SmartShelfy	1369592	8494336	8663327	8947692	8598728	
SmartShelfy	1370093	8494019	8663692	8947987	8598466	
SmartShelfy	1370594	8493960	8663746	8948068	8598468	
SmartShelfy	1371096	8493890	8663865	8948129	8598334	
SmartShelfy	1371597	8493849	8663893	8948240	8598267	
SmartShelfy	1372098	8493805	8663950	8948228	8598300	
SmartShelfy	1372599	8493692	8664063	8948428	8598137	
SmartShelfy	1373100	8494766	8663707	8928780	8572312	
SmartShelfy	1373602	8494873	8663570	8928684	8572336	
SmartShelfy	1374103	8495013	8663455	8928581	8572532	
SmartShelfy	1374604	8495133	8663366	8928527	8572584	
SmartShelfy	1375105	8495092	8663365	8928593	8572484	
SmartShelfy	1375606	8495043	8663391	8928542	8572571	
SmartShelfy	1376108	8493832	8664925	8947573	8607557	
SmartShelfy	1376609	8493229	8664989	8945089	8602580	
SmartShelfy	1377111	8493243	8664856	8944628	8601730	
SmartShelfy	1377612	8492939	8665112	8944857	8601498	
SmartShelfy	1378113	8493284	8664809	8944541	8601827	
SmartShelfy	1378614	8493405	8664642	8944352	8601962	
SmartShelfy	1379115	8493624	8664493	8944205	8602184	
SmartShelfy	1379616	8493498	8664585	8944328	8602097	
SmartShelfy	1380118	8493789	8664301	8944060	8602397	
SmartShelfy	1380619	8493646	8664480	8944227	8602135	
SmartShelfy	1381120	8493452	8664634	8944414	8601992	
SmartShelfy	1381621	8493339	8664748	8944505	8601863	
SmartShelfy	1382122	8493301	8664855	8944579	8601754	
SmartShelfy	1382624	8493432	8664969	8945100	8602954	
SmartShelfy	1383125	8494494	8664099	8929524	8572281	
SmartShelfy	1383626	8494690	8663934	8928864	8572172	
SmartShelfy	1384127	8493882	8664409	8938941	8603981	
SmartShelfy	1384628	8492958	8664862	8940561	8605969	
SmartShelfy	1385130	8493010	8664843	8940584	8605954	
SmartShelfy	1385631	8493909	8664153	8939666	8606894	
SmartShelfy	1386132	8494429	8663392	8939325	8607449	
SmartShelfy	1386633	8493353	8664489	8939904	8606244	
SmartShelfy	1387134	8491945	8665712	8941546	8604952	
SmartShelfy	1387636	8492005	8665815	8941461	8604999	
SmartShelfy	1388137	8492166	8665708	8941436	8605199	
SmartShelfy	1388638	8492322	8665580	8941264	8605286	
SmartShelfy	1389139	8492225	8665573	8941318	8605321	
SmartShelfy	1389640	8493067	8665238	8932600	8585440	
SmartShelfy	1390142	8494074	8664532	8929545	8571521	
SmartShelfy	1390643	8492942	8665298	8937161	8618259	
SmartShelfy	1391144	8491991	8665788	8938067	8611977	
SmartShelfy	1391645	8491489	8666250	8937869	8608874	
SmartShelfy	1392146	8491710	8666054	8937719	8608921	
SmartShelfy	1392648	8492311	8665363	8937001	8609640	
SmartShelfy	1393149	8491493	8666357	8938001	8608793	
SmartShelfy	1393650	8490998	8666769	8938316	8608285	
SmartShelfy	1394151	8491079	8666613	8938260	8608274	
SmartShelfy	1394652	8491327	8666366	8938040	8608339	
SmartShelfy	1395154	8491667	8665925	8937593	8608915	
SmartShelfy	1395655	8491795	8665903	8937502	8609171	
SmartShelfy	1396156	8492077	8665711	8937407	8609627	
SmartShelfy	1396657	8492169	8665617	8937490	8610340	
SmartShelfy	1397158	8494237	8664339	8929316	8571722	
SmartShelfy	1397659	8494183	8664651	8929848	8578603	
SmartShelfy	1398161	8489756	8669967	8936727	8659631	
SmartShelfy	1398662	8491758	8665932	8933641	8614104	
SmartShelfy	1399163	8490010	8667603	8935023	8611755	
SmartShelfy	1399664	8490970	8666801	8934057	8612427	
SmartShelfy	1400165	8493921	8663934	8931349	8615402	
SmartShelfy	1400666	8492902	8664903	8932274	8614468	
SmartShelfy	1401168	8492169	8665468	8933062	8613811	
SmartShelfy	1401669	8491928	8665807	8933266	8613402	
SmartShelfy	1402170	8492242	8665513	8932935	8613715	
SmartShelfy	1402671	8492275	8665517	8932885	8613783	
SmartShelfy	1403172	8492278	8665542	8932930	8613796	
SmartShelfy	1403673	8493492	8664698	8929606	8592494	
SmartShelfy	1404174	8494245	8664264	8929464	8571584	
SmartShelfy	1404676	8493844	8664769	8929773	8571306	
SmartShelfy	1405177	8493309	8665101	8930082	8570995	
SmartShelfy	1405678	8492622	8665969	8931033	8569992	
SmartShelfy	1406179	8492897	8666196	8932442	8569935	
SmartShelfy	1406681	8504815	8664306	8967524	8568525	
SmartShelfy	1407182	8503998	8664424	8967165	8568176	
SmartShelfy	1407683	8503393	8665363	8967821	8567435	
SmartShelfy	1408184	8504099	8664565	8966900	8568362	
SmartShelfy	1408685	8504672	8664016	8966495	8568876	
SmartShelfy	1409186	8504724	8663997	8966554	8568815	
SmartShelfy	1409687	8505135	8663625	8966069	8569279	
SmartShelfy	1410188	8504564	8664086	8966632	8568761	
SmartShelfy	1410690	8505352	8663292	8965660	8569181	
SmartShelfy	1411191	8505053	8663553	8966292	8569177	
SmartShelfy	1411692	8504524	8664130	8966579	8568697	
SmartShelfy	1412193	8504765	8663969	8966400	8568920	
SmartShelfy	1412694	8504433	8664272	8966825	8568580	
SmartShelfy	1413195	8504698	8664025	8966504	8568841	
SmartShelfy	1413697	8504684	8664009	8966523	8568881	
SmartShelfy	1414198	8504765	8663979	8966416	8568957	
SmartShelfy	1414699	8504668	8664127	8966512	8568873	
SmartShelfy	1415200	8492637	8665907	8930808	8570091	
SmartShelfy	1415701	8513131	8663394	9015363	8572972	
SmartShelfy	1416202	8503000	8665610	8964354	8571211	
SmartShelfy	1416703	8503244	8665262	8963774	8571591	
SmartShelfy	1417204	8503432	8665208	8963724	8571631	
SmartShelfy	1417705	8503118	8665477	8963954	8571365	
SmartShelfy	1418207	8503067	8665570	8964102	8571309	
SmartShelfy	1418708	8503116	8665420	8963955	8571325	
SmartShelfy	1419209	8503143	8665513	8963955	8571368	
SmartShelfy	1419710	8503182	8665487	8963934	8571371	
SmartShelfy	1420212	8503041	8665606	8964139	8571209	
SmartShelfy	1420713	8502505	8666135	8964597	8570699	
SmartShelfy	1421214	8502346	8666277	8964912	8570565	
SmartShelfy	1421715	8491692	8666930	8931839	8569063	
SmartShelfy	1422216	8491714	8666813	8931857	8569160	
SmartShelfy	1422718	8510465	8668428	8966346	8574011	
SmartShelfy	1423219	8530437	8670687	9041012	8583591	
SmartShelfy	1423720	8501199	8667631	8961815	8573351	
SmartShelfy	1424221	8501434	8667373	8961571	8573741	
SmartShelfy	1424722	8501688	8667167	8961300	8573978	
SmartShelfy	1425223	8501611	8667156	8961289	8573885	
SmartShelfy	1425724	8501589	8667190	8961332	8573960	
SmartShelfy	1426226	8501868	8666859	8961077	8574234	
SmartShelfy	1426727	8501159	8667560	8961791	8573509	
SmartShelfy	1427228	8501202	8667619	8961763	8573512	
SmartShelfy	1427729	8501125	8667669	8961877	8573358	
SmartShelfy	1428230	8500955	8667807	8961899	8573269	
SmartShelfy	1428732	8501196	8667786	8963010	8573349	
SmartShelfy	1429233	8491575	8666988	8931985	8568974	
SmartShelfy	1429734	8494404	8668078	8940651	8575520	
SmartShelfy	1430235	8499992	8668634	8958744	8576600	
SmartShelfy	1430736	8499970	8668567	8958799	8576657	
SmartShelfy	1431237	8500376	8668115	8958326	8577148	
SmartShelfy	1431738	8500695	8667972	8958125	8577337	
SmartShelfy	1432240	8500894	8667671	8957819	8577584	
SmartShelfy	1432741	8500925	8667577	8957774	8577594	
SmartShelfy	1433242	8501067	8667559	8957800	8577661	
SmartShelfy	1433743	8501134	8667469	8957655	8577819	
SmartShelfy	1434244	8501173	8667310	8957531	8577884	
SmartShelfy	1434745	8501104	8667480	8957740	8577852	
SmartShelfy	1435247	8493101	8665378	8930419	8570517	
SmartShelfy	1435748	8502822	8667076	8957019	8575666	
SmartShelfy	1436249	8500405	8668185	8954297	8581236	
SmartShelfy	1436750	8500603	8667943	8953861	8581484	
SmartShelfy	1437251	8500454	8668070	8954168	8581313	
SmartShelfy	1437753	8500371	8668269	8954221	8581220	
SmartShelfy	1438254	8500252	8668389	8954393	8581084	
SmartShelfy	1438755	8500411	8668147	8954061	8581266	
SmartShelfy	1439256	8500709	8667822	8953778	8581626	
SmartShelfy	1439757	8500806	8667806	8953814	8581605	
SmartShelfy	1440259	8500800	8667818	8953834	8581654	
SmartShelfy	1440760	8500860	8667757	8953768	8581723	
SmartShelfy	1441261	8500660	8667871	8953865	8581585	
SmartShelfy	1441762	8495314	8666816	8936425	8572809	
SmartShelfy	1442264	8496313	8666240	8934145	8573596	
SmartShelfy	1442766	8509919	8674399	8969169	8599576	
SmartShelfy	1443267	8499464	8668958	8950810	8584500	
SmartShelfy	1443768	8499492	8668979	8950848	8584607	
SmartShelfy	1444269	8499676	8668841	8950701	8584678	
SmartShelfy	1444770	8499899	8668644	8950491	8584982	
SmartShelfy	1445271	8499963	8668581	8950403	8585016	
SmartShelfy	1445773	8499631	8668827	8950763	8584641	
SmartShelfy	1446274	8499552	8668887	8950802	8584672	
SmartShelfy	1446775	8499598	8668817	8950723	8584746	
SmartShelfy	1447276	8499617	8668912	8950835	8584583	
SmartShelfy	1447777	8500823	8669654	8953514	8586966	
SmartShelfy	1448278	8493883	8664366	8929623	8571335	
SmartShelfy	1448780	8493976	8664348	8929633	8571496	
SmartShelfy	1449281	8499974	8673251	8960934	8606648	
SmartShelfy	1449782	8498356	8670043	8947763	8587631	
SmartShelfy	1450283	8498546	8669891	8947553	8587830	
SmartShelfy	1450784	8498602	8669826	8947433	8588029	
SmartShelfy	1451286	8498541	8669870	8947505	8587953	
SmartShelfy	1451787	8498669	8669737	8947390	8587978	
SmartShelfy	1452288	8498559	8669921	8947549	8587881	
SmartShelfy	1452789	8498575	8669934	8947511	8587827	
SmartShelfy	1453290	8498597	8669786	8947462	8587970	
SmartShelfy	1453792	8498754	8669727	8947390	8588004	
SmartShelfy	1454293	8498835	8669640	8947301	8588124	
SmartShelfy	1454794	8498806	8669681	8947318	8588092	
SmartShelfy	1455295	8498834	8669582	8947293	8588104	
SmartShelfy	1455796	8498856	8669608	8947277	8588144	
SmartShelfy	1456298	8498857	8669606	8947246	8588140	
SmartShelfy	1456799	8498847	8669600	8947273	8588169	
SmartShelfy	1457300	8500330	8668174	8945904	8589672	
SmartShelfy	1457801	8497849	8666353	8939494	8585056	
SmartShelfy	1458302	8495949	8664730	8933137	8577650	
SmartShelfy	1458804	8502710	8678483	8966112	8624832	
SmartShelfy	1459305	8498435	8670054	8943597	8592031	
SmartShelfy	1459806	8498547	8669920	8943455	8592191	
SmartShelfy	1460307	8498772	8669775	8943259	8592310	
SmartShelfy	1460808	8498710	8669735	8943203	8592365	
SmartShelfy	1461309	8498738	8669770	8943316	8592278	
SmartShelfy	1461810	8498752	8669568	8943176	8592447	
SmartShelfy	1462311	8498966	8669474	8942918	8592656	
SmartShelfy	1462813	8499019	8669393	8942958	8592618	
SmartShelfy	1463314	8499052	8669353	8942920	8592648	
SmartShelfy	1463815	8499000	8669481	8942955	8592619	
SmartShelfy	1464316	8498974	8669435	8942941	8592664	
SmartShelfy	1464817	8498996	8669409	8942883	8592579	
SmartShelfy	1465319	8499020	8669479	8943025	8592603	
SmartShelfy	1465820	8499014	8669734	8946826	8594803	
SmartShelfy	1466321	8495308	8662902	8928110	8572801	
SmartShelfy	1466822	8495499	8662659	8927948	8573046	
SmartShelfy	1467323	8495576	8662589	8927779	8573144	
SmartShelfy	1467824	8495575	8662536	8927738	8573128	
SmartShelfy	1468325	8498714	8674024	8947502	8609345	
SmartShelfy	1468826	8497595	8672799	8940295	8599155	
SmartShelfy	1469327	8497680	8671583	8940951	8595490	
SmartShelfy	1469829	8496510	8671981	8941196	8594415	
SmartShelfy	1470330	8497184	8671208	8940509	8595197	
SmartShelfy	1470831	8496742	8671695	8940910	8594733	
SmartShelfy	1471332	8496547	8671973	8941195	8594392	
SmartShelfy	1471833	8496383	8672109	8941362	8594274	
SmartShelfy	1472333	8496361	8672103	8941362	8594171	
SmartShelfy	1472834	8496328	8672120	8941407	8594190	
SmartShelfy	1473335	8496332	8672151	8941327	8594175	
SmartShelfy	1473836	8496886	8673523	8942859	8596571	
SmartShelfy	1474338	8496101	8680127	8945037	8616442	
SmartShelfy	1474839	8496606	8681436	8948745	8626548	
SmartShelfy	1475340	8494834	8673718	8938626	8596893	
SmartShelfy	1475841	8495130	8673411	8938334	8597240	
SmartShelfy	1476342	8495015	8673573	8938322	8597174	
SmartShelfy	1476844	8494754	8673916	8938402	8596864	
SmartShelfy	1477345	8493844	8674782	8939545	8595827	
SmartShelfy	1477847	8493399	8675225	8939990	8595489	
SmartShelfy	1478348	8493285	8675339	8940126	8595351	
SmartShelfy	1478849	8493317	8675292	8940085	8595362	
SmartShelfy	1479350	8493416	8675187	8939971	8595434	
SmartShelfy	1479851	8493435	8675261	8939996	8595462	
SmartShelfy	1480352	8493341	8675278	8940072	8595371	
SmartShelfy	1480854	8493178	8669701	8938023	8585876	
SmartShelfy	1481355	8491898	8666300	8931339	8569463	
SmartShelfy	1481856	8492869	8673882	8937623	8602078	
SmartShelfy	1482357	8492046	8676856	8937110	8598094	
SmartShelfy	1482858	8492301	8676601	8936869	8598341	
SmartShelfy	1483360	8493279	8675803	8935837	8599346	
SmartShelfy	1483861	8493931	8674968	8935284	8600035	
SmartShelfy	1484362	8493226	8675731	8936081	8599258	
SmartShelfy	1484863	8493242	8675666	8935992	8599250	
SmartShelfy	1485364	8492921	8675992	8936343	8598972	
SmartShelfy	1485865	8493132	8675798	8936138	8599171	
SmartShelfy	1486367	8493153	8675800	8936152	8599132	
SmartShelfy	1486868	8492997	8675910	8936286	8599062	
SmartShelfy	1487369	8492862	8675985	8936336	8598920	
SmartShelfy	1487870	8492659	8676257	8936601	8598627	
SmartShelfy	1488371	8492459	8676493	8936675	8598518	
SmartShelfy	1488872	8492395	8676481	8936766	8598463	
SmartShelfy	1489373	8492417	8676460	8936813	8598419	
SmartShelfy	1489875	8492611	8676334	8936705	8598647	
SmartShelfy	1490376	8492401	8676550	8936818	8598489	
SmartShelfy	1490877	8492562	8676493	8936842	8598664	
SmartShelfy	1491378	8492072	8666163	8931305	8569552	
SmartShelfy	1491879	8492070	8666216	8931355	8569464	
SmartShelfy	1492380	8491930	8666418	8931530	8569411	
SmartShelfy	1492881	8491786	8666432	8931515	8569278	
SmartShelfy	1493383	8491015	8679418	8934596	8605058	
SmartShelfy	1493884	8490898	8678437	8934103	8603345	
SmartShelfy	1494385	8491538	8677583	8933641	8601522	
SmartShelfy	1494886	8491683	8677431	8933489	8601726	
SmartShelfy	1495387	8491752	8677291	8933357	8601806	
SmartShelfy	1495888	8491808	8677304	8933364	8601806	
SmartShelfy	1496389	8491743	8677344	8933408	8601808	
SmartShelfy	1496891	8491859	8677253	8933325	8601898	
SmartShelfy	1497392	8491812	8677246	8933287	8601903	
SmartShelfy	1497893	8491890	8677258	8933233	8601904	
SmartShelfy	1498394	8491824	8677213	8933273	8601890	
SmartShelfy	1498895	8491827	8677207	8933253	8601970	
SmartShelfy	1499397	8491557	8677417	8933559	8601608	
SmartShelfy	1499898	8491245	8681654	8934457	8609278	
SmartShelfy	1500399	8491749	8666930	8931753	8572716	
SmartShelfy	1500900	8491132	8669260	8931519	8579099	
SmartShelfy	1501401	8489248	8682766	8931004	8626488	
SmartShelfy	1501903	8489681	8679073	8931112	8604438	
SmartShelfy	1502404	8490051	8678811	8930813	8604747	
SmartShelfy	1502905	8490165	8678532	8930609	8604858	
SmartShelfy	1503406	8490260	8678467	8930531	8604906	
SmartShelfy	1503907	8490326	8678287	8930491	8605022	
SmartShelfy	1504408	8490449	8678288	8930344	8605120	
SmartShelfy	1504909	8490480	8678201	8930321	8605157	
SmartShelfy	1505411	8490495	8678298	8930347	8605188	
SmartShelfy	1505912	8490454	8678257	8930380	8605105	
SmartShelfy	1506413	8490372	8678382	8930402	8605050	
SmartShelfy	1506914	8490683	8677958	8930064	8605323	
SmartShelfy	1507415	8490074	8678616	8930727	8604714	
SmartShelfy	1507917	8489087	8679896	8931131	8606881	
SmartShelfy	1508418	8491125	8667171	8932382	8568449	
SmartShelfy	1508919	8491758	8666564	8931511	8568981	
SmartShelfy	1509420	8490177	8668454	8933531	8567321	
SmartShelfy	1509921	8545817	8665321	8989256	8564104	
SmartShelfy	1510422	8543040	8666075	8974483	8564128	
SmartShelfy	1510924	8513605	8666543	8956958	8566212	
SmartShelfy	1511425	8513843	8666220	8957172	8566454	
SmartShelfy	1511926	8513596	8666347	8957356	8566342	
SmartShelfy	1512427	8513197	8666991	8957932	8565785	
SmartShelfy	1512928	8512762	8667298	8958279	8565386	
SmartShelfy	1513429	8513015	8667044	8958034	8565617	
SmartShelfy	1513930	8512886	8667141	8958202	8565529	
SmartShelfy	1514431	8512959	8667108	8958008	8565562	
SmartShelfy	1514932	8512852	8667232	8958215	8565496	
SmartShelfy	1515434	8512705	8667425	8958391	8565314	
SmartShelfy	1515935	8513353	8666718	8957718	8565973	
SmartShelfy	1516436	8512483	8667585	8958543	8565167	
SmartShelfy	1516937	8512458	8667670	8958591	8565066	
SmartShelfy	1517438	8489421	8668996	8933975	8566729	
SmartShelfy	1517939	8489602	8668790	8933790	8566978	
SmartShelfy	1518440	8489697	8668657	8933729	8567016	
SmartShelfy	1518941	8522288	8670174	8968236	8567001	
SmartShelfy	1519442	8518627	8670460	8963890	8566464	
SmartShelfy	1519944	8510533	8669968	8956743	8566793	
SmartShelfy	1520445	8512374	8668006	8954874	8568572	
SmartShelfy	1521447	8513868	8666600	8953388	8570151	
SmartShelfy	1521948	8513877	8666534	8953412	8570156	
SmartShelfy	1522950	8513827	8666582	8953438	8570132	
SmartShelfy	1523451	8513855	8666547	8953395	8570151	
SmartShelfy	1523952	8513884	8666477	8953334	8570233	
SmartShelfy	1524453	8513912	8666447	8953297	8570259	
SmartShelfy	1524955	8514031	8666423	8953250	8570268	
SmartShelfy	1525957	8514066	8666370	8953202	8570330	
SmartShelfy	1526458	8513903	8666425	8953362	8570264	
SmartShelfy	1526959	8513816	8666522	8953414	8570232	
SmartShelfy	1527460	8513965	8666414	8953309	8570280	
SmartShelfy	1527961	8513952	8666370	8953338	8570334	
SmartShelfy	1528463	8513968	8666427	8953273	8570277	
SmartShelfy	1528964	8514086	8666392	8953261	8570357	
SmartShelfy	1529465	8513565	8666908	8953799	8569780	
SmartShelfy	1529966	8512987	8667487	8954424	8569169	
SmartShelfy	1530467	8512886	8667570	8954513	8388480	
SmartShelfy	1530969	8512857	8667536	8954428	8569157	
SmartShelfy	1531470	8513123	8667332	8954146	8569420	
SmartShelfy	1531971	8513359	8667115	8953994	8569611	
SmartShelfy	1532472	8513359	8667054	8953953	8569660	
SmartShelfy	1532973	8513520	8666915	8953748	8569803	
SmartShelfy	1533474	8513347	8667051	8953962	8569660	
SmartShelfy	1533975	8513388	8667040	8953954	8569650	
SmartShelfy	1534476	8513661	8667406	8954823	8569209	
SmartShelfy	1534978	8491363	8667084	8932176	8568731	
SmartShelfy	1535479	8491620	8666927	8931953	8568982	
SmartShelfy	1535980	8493302	8667036	8934655	8570199	
SmartShelfy	1536481	8510007	8670403	8952964	8570711	
SmartShelfy	1536982	8510507	8669923	8952555	8571103	
SmartShelfy	1537484	8511728	8668852	8951308	8572432	
SmartShelfy	1537985	8511501	8668844	8951535	8572307	
SmartShelfy	1538486	8511583	8668814	8951523	8572242	
SmartShelfy	1538987	8511578	8668777	8951460	8572330	
SmartShelfy	1539488	8511528	8668780	8951526	8572237	
SmartShelfy	1539989	8511644	8668730	8951398	8572349	
SmartShelfy	1540490	8511486	8668901	8951552	8572168	
SmartShelfy	1540991	8511610	8668727	8951395	8572303	
SmartShelfy	1541492	8511570	8668867	8951607	8572157	
SmartShelfy	1541994	8511513	8668815	8951516	8572167	
SmartShelfy	1542495	8511690	8668703	8951401	8572390	
SmartShelfy	1542996	8511465	8668862	8951572	8572153	
SmartShelfy	1543497	8511401	8669008	8951668	8572118	
SmartShelfy	1543998	8505857	8668854	8951206	8571117	
SmartShelfy	1544500	8492114	8666499	8931419	8569505	
SmartShelfy	1545000	8514597	8674847	8958124	8574606	
SmartShelfy	1545502	8508890	8671800	8949739	8573574	
SmartShelfy	1546003	8509291	8671493	8949429	8573927	
SmartShelfy	1546504	8510177	8670581	8948662	8574679	
SmartShelfy	1547005	8510728	8669915	8947896	8575532	
SmartShelfy	1547506	8510425	8670142	8948181	8575288	
SmartShelfy	1548007	8511122	8669594	8947547	8575922	
SmartShelfy	1548508	8510489	8670100	8948126	8575388	
SmartShelfy	1549010	8509577	8671161	8949097	8574366	
SmartShelfy	1549511	8509934	8670815	8948750	8574634	
SmartShelfy	1550012	8509997	8670769	8948718	8574761	
SmartShelfy	1550513	8510162	8670593	8948542	8574909	
SmartShelfy	1551014	8510074	8670687	8948603	8574816	
SmartShelfy	1551515	8493353	8665248	8930242	8570722	
SmartShelfy	1552017	8493412	8665169	8930121	8570830	
SmartShelfy	1552518	8493416	8665068	8930110	8570882	
SmartShelfy	1553019	8493476	8665053	8930067	8570880	
SmartShelfy	1553520	8509210	8670619	8946213	8578796	
SmartShelfy	1554022	8523514	8678658	8963478	8583527	
SmartShelfy	1554523	8508418	8672179	8946136	8577320	
SmartShelfy	1555024	8508301	8672311	8946327	8577184	
SmartShelfy	1555525	8507986	8672667	8946694	8576859	
SmartShelfy	1556026	8508094	8672566	8946489	8577017	
SmartShelfy	1556527	8508195	8672470	8946450	8577066	
SmartShelfy	1557028	8508249	8672363	8946375	8577134	
SmartShelfy	1557529	8508102	8672523	8946461	8577062	
SmartShelfy	1558030	8508187	8672478	8946505	8577029	
SmartShelfy	1558531	8508452	8672186	8946208	8577297	
SmartShelfy	1559032	8493762	8664721	8929806	8571206	
SmartShelfy	1559533	8493740	8664675	8929674	8571229	
SmartShelfy	1560034	8493777	8664593	8929701	8571264	
SmartShelfy	1560535	8507896	8675629	8945911	8580340	
SmartShelfy	1561038	8506634	8674068	8944036	8579503	
SmartShelfy	1561539	8506556	8674101	8944133	8579467	
SmartShelfy	1562040	8506485	8674165	8944220	8579431	
SmartShelfy	1562541	8506512	8674114	8944205	8579380	
SmartShelfy	1563042	8506487	8674153	8944177	8579456	
SmartShelfy	1563543	8506556	8674101	8944201	8579454	
SmartShelfy	1564045	8506601	8674095	8944105	8579446	
SmartShelfy	1564546	8506444	8674044	8943785	8578815	
